Sun Oct 14 14:09:38 2018    profiling.txt

         11793505 function calls (11619950 primitive calls) in 79.280 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       10    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/interpreter.py:892(op_JUMP_FORWARD)
      330    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/instructions.py:288(rhs)
        4    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/lib/polynomial.py:1071(__init__)
        2    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/random.py:88(__init__)
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/optimize/_differentialevolution.py:4(<module>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/dateutil/parser/_parser.py:300(__init__)
        5    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/compiler.py:900(legalize_return_type)
       28    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typeinfer.py:395(_is_array_not_precise)
        5    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/dataflow.py:159(op_UNPACK_SEQUENCE)
      198    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/datamodel/models.py:420(get_value_type)
       25    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/six.py:554(itervalues)
       64    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/types.py:172(__init__)
       27    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/core/getlimits.py:507(__init__)
        8    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/posixpath.py:154(dirname)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:269(_module_repr)
       31    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/PIL/PpmImagePlugin.py:18(<module>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/binding/initfini.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/posixpath.py:384(realpath)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/contour.py:54(ContourLabeler)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/integrate/_ivp/lsoda.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/sparse/linalg/dsolve/_add_newdocs.py:1(<module>)
       67    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/externals/six.py:110(__init__)
       45    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/docstring.py:48(update)
        7    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/pyparsing.py:3076(__init__)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/cuda/codegen.py:1(<module>)
        5    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/cuda/target.py:65(create_module)
      139    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typeinfer.py:164(__init__)
    84/76    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/dataflow.py:839(request_outgoing)
        2    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/datamodel/models.py:719(__init__)
        5    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/base.py:629(get_returned_value)
        5    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/llvmpy/core.py:246(get)
      106    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/traceback.py:239(__init__)
        2    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/sre_parse.py:951(parse_template)
       24    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/enum.py:63(__init__)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/feature_selection/rfe.py:35(RFE)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/integrate/quadrature.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/pycparser/c_parser.py:19(CParser)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/threading.py:567(Barrier)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/core/memmap.py:1(<module>)
      149    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/cycler.py:227(<genexpr>)
        5    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/cuda/cudadrv/driver.py:1378(__init__)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/caching.py:710(make_library_cache)
       28    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typing/builtins.py:493(generic)
        5    0.000    0.000    0.000    0.000 {method 'find' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/neighbors/nearest_centroid.py:4(<module>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/cuda/cudadrv/nvvm.py:63(NVVM)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/rewrites/registry.py:1(<module>)
      159    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/ir_utils.py:1321(require)
       23    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/datamodel/models.py:207(__init__)
       73    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/posixpath.py:469(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/sparse/dia.py:1(<module>)
       12    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/rcsetup.py:886(validate_animation_writer_path)
        2    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/numbers.py:351(int_eq_impl)
        5    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/interpreter.py:68(__init__)
       17    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/dataflow.py:671(op_POP_BLOCK)
       10    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/binding/transforms.py:60(disable_unroll_loops)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/subprocess.py:1556(_try_wait)
       16    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/tri/trifinder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/integrate/_ivp/base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/_lib/_testutils.py:4(<module>)
      198    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/inline_closurecall.py:367(_make_debug_print)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/fastmathpass.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/random.py:97(seed)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/token.py:1(<module>)
       14    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typeinfer.py:1039(typeof_setitem)
       14    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/dataflow.py:274(op_STORE_SUBSCR)
       20    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typing/builtins.py:134(choose_result_bitwidth)
      277    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/types.py:107(_to_string)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/optimize/_spectral.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/special/sf_error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/dateutil/tz/_factories.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/pyparsing.py:1998(__invert__)
       34    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/colors.py:785(__init__)
       28    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typing/collections.py:58(generic)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/intrinsics.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/ctypes_support.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/context.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/ma/core.py:2928(__array_finalize__)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/argparse.py:917(_StoreFalseAction)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/__future__.py:48(<module>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/scale.py:587(get_scale_docs)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/pydoc.py:1698(Helper)
       11    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/pyparsing.py:4543(_escapeRegexRangeChars)
       13    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/dataflow.py:285(op_GET_ITER)
        5    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typing/context.py:75(finditer)
      154    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/inspect.py:63(ismodule)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/binding/linker.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/integrate/_bvp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/optimize/_trustregion_constr/report.py:1(<module>)
        5    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/cuda/cudadrv/nvvm.py:151(__del__)
       56    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typing/templates.py:697(<genexpr>)
       32    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typing/context.py:411(insert_attributes)
      101    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/dis.py:436(findlinestarts)
       16    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/utils.py:455(<lambda>)
       12    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/binding/transforms.py:71(loop_vectorize)
       32    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typing/arraydecl.py:535(generic)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typing/ctypes_utils.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/binding/transforms.py:90(_populate_function_pm)
        1    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/projections/polar.py:837(PolarAxes)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/_pylab_helpers.py:3(<module>)
      156    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/deprecation.py:110(deprecated)
        3    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/codegen.py:447(get_pointer_to_function)
       41    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/ir.py:573(__repr__)
      149    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/types/containers.py:179(__len__)
      149    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/rcsetup.py:59(func)
      158    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/pyparsing.py:3370(<genexpr>)
       49    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/pyparsing.py:388(__getitem__)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/linalg/__init__.py:210(<listcomp>)
        3    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/rangeobj.py:16(make_range_iterator)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/rewrites/static_raise.py:1(<module>)
      414    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/datamodel/models.py:226(from_argument)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/opcode.py:37(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/errors.py:588(<listcomp>)
        2    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/binding/executionengine.py:159(_raw_object_cache_notify)
        3    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/ctypes/__init__.py:481(PYFUNCTYPE)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/neighbors/kde.py:4(<module>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/linear_model/perceptron.py:4(<module>)
        4    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/sparse/compressed.py:1062(prune)
       97    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/imputils.py:397(impl_ret_borrowed)
       14    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/ir.py:360(__repr__)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/PIL/GimpPaletteFile.py:17(<module>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/patches.py:2466(FancyBboxPatch)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/linear_model/stochastic_gradient.py:321(BaseSGDClassifier)
       54    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/pyplot.py:2579(_autogen_docstring)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/optional.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/runtime/nrtdynmod.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/rewrites/static_binop.py:1(<module>)
       48    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/datamodel/models.py:34(__init__)
        5    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/types/functions.py:245(__init__)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/lib/scimath.py:17(<module>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/unittest_support.py:3(<module>)
      101    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/compat/_inspect.py:133(strseq)
       46    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/functools.py:689(is_related)
      152    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/externals/joblib/my_exceptions.py:94(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/sparse/compressed.py:599(_minor_reduce)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/enumimpl.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/codegen.py:536(JitEngine)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typing/builtins.py:251(<listcomp>)
       10    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/ir.py:697(__init__)
       37    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/module.py:147(get_unique_name)
       12    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/binding/transforms.py:83(slp_vectorize)
       17    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/ctypes/__init__.py:489(cast)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/__init__.py:1182(<listcomp>)
        4    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/pyparsing.py:3807(__init__)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/consts.py:1(<module>)
       13    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/ir.py:285(iternext)
        3    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/logging/__init__.py:763(__init__)
      204    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/patches.py:1822(<genexpr>)
        3    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/six.py:837(wrapper)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/sparse/sputils.py:2(<module>)
        2    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/pyparsing.py:1265(addParseAction)
       44    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/rcsetup.py:648(__call__)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typing/builtins.py:322(UnaryNot)
       63    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/ir.py:513(__init__)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/binding/executionengine.py:15(create_mcjit_compiler)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/ma/core.py:2772(__new__)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/testing/_private/nosetester.py:6(<module>)
       62    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/compat/_inspect.py:146(<lambda>)
      656    0.000    0.000    0.000    0.000 {method 'isalpha' of 'str' objects}
       39    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/__init__.py:1624(_preprocess_data)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/sparse/linalg/_expm_multiply.py:2(<module>)
        4    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/rcsetup.py:476(validate_whiskers)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/linalg/_solvers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/servicelib/service.py:4(<module>)
        5    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/rewrites/macros.py:95(<listcomp>)
      114    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typing/templates.py:535(_resolve)
      357    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/types.py:296(__str__)
        2    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/multiprocessing/context.py:40(cpu_count)
       16    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/tokenize.py:380(find_cookie)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/preprocessing/_function_transformer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/linalg/_matfuncs_sqrtm.py:6(<module>)
        5    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/dataflow.py:745(op_LOAD_METHOD)
       72    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/ir.py:329(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/core/_methods.py:5(<module>)
       34    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/patches.py:4010(FancyArrowPatch)
       17    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/controlflow.py:592(op_SETUP_LOOP)
        2    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/base.py:432(insert_unique_const)
       44    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/six.py:103(__init__)
        6    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/ma/core.py:1142(__init__)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/linear_model/least_angle.py:972(LarsCV)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/colors.py:64(__init__)
        6    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/datamodel/models.py:330(__init__)
        6    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/utils.py:190(__init__)
       40    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/metrics/scorer.py:400(make_scorer)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/_lib/_threadsafety.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/dateutil/relativedelta.py:2(<module>)
       13    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/pyparsing.py:3759(__str__)
       10    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/cffi/api.py:185(typeof)
        3    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/_lib/_version.py:151(__ge__)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/cuda/stubs.py:425(atomic)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typing/builtins.py:162(BinOp)
       10    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/types/misc.py:94(__init__)
       13    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/types/misc.py:137(__init__)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/linalg/linalg.py:74(_determine_error_states)
        6    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 src/SDNN_cuda.py:180(init_net_struc)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/optimize/_trustregion_exact.py:1(<module>)
       13    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/stats/_distn_infrastructure.py:2657(__new__)
        4    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/externals/six.py:85(__get__)
        3    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/dateutil/parser/__init__.py:35(__deprecate_private_class)
        2    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/interpreter.py:816(op_BINARY_TRUE_DIVIDE)
      154    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/controlflow.py:562(jump)
       13    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/types/functions.py:107(get_impl_key)
       16    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/utils.py:407(_not_op_and_not_eq)
       84    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/module.py:196(get_identified_types)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/__init__.py:1141(<listcomp>)
        3    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/numbers.py:270(mul)
        5    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/cuda/cudadrv/nvvm.py:311(get_arch_option)
