Sun Oct 14 14:09:38 2018    profiling.txt

         11793505 function calls (11619950 primitive calls) in 79.280 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:1418(DrawEvent)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:1467(CloseEvent)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:1640(PickEvent)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/legend_handler.py:440(HandlerErrorbar)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/legend_handler.py:553(HandlerStem)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/legend_handler.py:636(HandlerTuple)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/legend_handler.py:691(HandlerPolyCollection)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/offsetbox.py:1224(AnchoredText)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/offsetbox.py:1757(DraggableAnnotation)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/image.py:1027(PcolorImage)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/legend_handler.py:178(HandlerNpointsYoffsets)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/legend_handler.py:210(HandlerLine2D)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/legend_handler.py:308(HandlerLineCollection)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/legend_handler.py:340(HandlerRegularPolyCollection)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/offsetbox.py:289(PackerBase)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/offsetbox.py:333(VPacker)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/dviread.py:733(Tfm)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/dviread.py:788(PsfontsMap)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/mathtext.py:266(MathtextBackendPdf)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/mathtext.py:351(MathtextBackendCairo)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/mathtext.py:926(DejaVuSansFonts)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/mathtext.py:1060(StixSansFonts)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/mathtext.py:1285(ComputerModernFontConstants)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/mathtext.py:1296(STIXFontConstants)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/mathtext.py:1312(DejaVuSerifFontConstants)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/mathtext.py:1357(MathTextWarning)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/mathtext.py:1419(Vbox)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/mathtext.py:1426(Hbox)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/mathtext.py:1786(Rule)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/mathtext.py:1814(Vrule)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/mathtext.py:1823(Glue)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/mathtext.py:1892(Fil)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/mathtext.py:1904(NegFil)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/mathtext.py:1916(SsGlue)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/mathtext.py:1929(VCentered)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/mathtext.py:1980(AutoHeightChar)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/mathtext.py:2017(AutoWidthChar)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/patches.py:3421(Curve)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/patches.py:3432(CurveA)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/patches.py:3454(CurveB)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/patches.py:3476(CurveAB)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/patches.py:3498(CurveFilledA)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/patches.py:3567(_Bracket)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/patches.py:3644(BracketAB)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/patches.py:3681(BracketA)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/patches.py:3707(BracketB)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/patches.py:3763(Simple)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/patches.py:3850(Fancy)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/patches.py:3953(Wedge)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/bezier.py:17(NonIntersectingPathException)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/patches.py:2073(Circle)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/patches.py:2096(LArrow)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/patches.py:2134(RArrow)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/patches.py:2153(DArrow)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/patches.py:2204(Round)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/patches.py:2267(Round4)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/patches.py:2322(Sawtooth)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/patches.py:2431(Roundtooth)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/patches.py:2742(SimpleEvent)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/patches.py:2829(Arc3)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/patches.py:2866(Angle3)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/patches.py:2905(Angle)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/patches.py:2968(Arc)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/patches.py:3063(Bar)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/contour.py:39(ClabelText)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/font_manager.py:368(FontEntry)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/font_manager.py:1000(TempCache)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/__init__.py:523(checkdep_ps_distiller)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/six.py:86(_LazyDescr)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/six.py:139(MovedAttribute)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/six.py:173(__init__)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/six.py:229(_MovedItems)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/six.py:322(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/six.py:364(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:490(Bunch)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/neighbors/base.py:270(KNeighborsMixin)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/neighbors/base.py:750(SupervisedIntegerMixin)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/neighbors/base.py:793(UnsupervisedMixin)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/neighbors/unsupervised.py:9(NearestNeighbors)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/neighbors/classification.py:227(RadiusNeighborsClassifier)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/neighbors/regression.py:19(KNeighborsRegressor)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/neighbors/nearest_centroid.py:22(NearestCentroid)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/neighbors/approximate.py:92(GaussianRandomProjectionHash)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/random_projection.py:502(SparseRandomProjection)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/linear_model/logistic.py:1363(LogisticRegressionCV)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/utils/optimize.py:23(_LineSearchError)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/linear_model/omp.py:537(OrthogonalMatchingPursuit)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/linear_model/omp.py:740(OrthogonalMatchingPursuitCV)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/feature_selection/univariate_selection.py:311(_BaseFilter)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/feature_selection/univariate_selection.py:441(SelectKBest)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/feature_selection/univariate_selection.py:625(SelectFwe)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/feature_selection/variance_threshold.py:12(VarianceThreshold)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/linear_model/stochastic_gradient.py:1165(SGDRegressor)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/linear_model/ridge.py:1076(_BaseRidgeCV)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/metrics/scorer.py:150(_ThresholdScorer)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/model_selection/_search.py:365(_CVScoreTuple)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/linear_model/coordinate_descent.py:1784(MultiTaskLasso)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/linear_model/huber.py:125(HuberRegressor)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/model_selection/_split.py:1465(StratifiedShuffleSplit)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/model_selection/_split.py:1715(PredefinedSplit)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/model_selection/_split.py:1814(_CVIterableWrapper)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/model_selection/_split.py:124(LeaveOneOut)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/model_selection/_split.py:781(LeaveOneGroupOut)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/model_selection/_split.py:967(_RepeatedSplits)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/model_selection/_split.py:1068(RepeatedKFold)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/model_selection/_split.py:1236(ShuffleSplit)
        1    0.000    0.000    0.000    0.000 <string>:2(<module>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/integrate/_ivp/lsoda.py:177(LsodaDenseOutput)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/stats/_continuous_distns.py:334(FitDataError)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/stats/_continuous_distns.py:347(FitSolverError)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/integrate/_ode.py:757(IntegratorConcurrencyError)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/integrate/_ivp/bdf.py:437(BdfDenseOutput)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/integrate/_ivp/base.py:218(DenseOutput)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/integrate/_ivp/radau.py:533(RadauDenseOutput)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/integrate/_ivp/rk.py:357(RkDenseOutput)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/optimize/_hungarian.py:121(_Hungary)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/integrate/quadrature.py:18(AccuracyWarning)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/integrate/quadpack.py:808(_RangeFunc)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/integrate/quadpack.py:821(_OptFunc)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/optimize/_spectral.py:13(_NoConvergence)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/optimize/nonlin.py:134(NoConvergence)
